sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,month,day_of_week
154.412,0.1072305555555555,0.0,0.748,0.0,0.0,0.08,345885.11,6697.0,2550.0,502.0,5910.0,3,5
173.652,0.1205916666666666,0.0,0.478,0.134,0.068,0.098,347464.32,7629.6,2394.0,566.0,11286.0,3,6
175.274,0.1217180555555555,0.0,0.446,0.07,0.116,0.1,346759.53,7210.0,236.0,6651.0,9346.0,3,0
147.44,0.1023888888888888,0.0,0.748,0.112,0.116,0.094,348377.74,8023.6,1156.0,4019.0,12544.0,3,1
142.498,0.0989569444444444,0.0,0.484,0.138,0.0,0.1,349059.19,5508.8,2110.0,411.0,6154.0,3,2
120.854,0.0839263888888888,0.0,0.412,0.0,0.22,0.074,348138.12,5269.8,1107.0,478.0,6670.0,3,3
223.824,0.1554333333333333,0.0,0.668,0.218,0.31,0.106,347572.67,8695.0,2171.0,4778.0,13275.0,3,4
185.68,0.1289444444444444,0.0,0.968,0.332,0.0,0.096,347921.5,8669.2,3322.0,588.0,12405.0,3,5
152.446,0.1058652777777777,0.0,0.686,0.0,0.07,0.07,349419.78,9778.4,6279.0,2112.0,13878.0,3,6
131.05,0.0910701876302988,0.0,0.68,0.074,0.204,0.072,349255.74,8285.6,1131.0,5988.0,7008.0,3,0
127.832,0.0887722222222222,0.0,0.564,0.202,0.146,0.074,348679.03,8453.6,2246.0,3677.0,13494.0,3,1
133.598,0.0927763888888889,0.0,0.916,0.194,0.094,0.07,349646.11,6858.8,2547.0,3831.0,7547.0,3,2
116.44,0.0808611111111111,0.0,0.354,0.088,0.0,0.07,348617.58,5703.6,0.0,356.0,9022.0,3,3
137.64,0.0955833333333333,0.0,0.616,0.0,0.0,0.08,348945.61,7889.8,2325.0,3605.0,11581.0,3,4
175.068,0.121575,0.0,0.794,0.164,0.0,0.083,347405.11,10381.4,5153.0,375.0,17240.0,3,5
175.97,0.1222013888888888,0.0,0.724,0.046,0.192,0.086,347275.81,9039.6,5045.0,1315.0,9769.0,3,6
130.86,0.090875,0.0,0.588,0.194,0.0,0.086,349526.94,5768.6,1091.0,411.0,9387.0,3,0
170.396,0.1183305555555555,0.0,0.694,0.0,0.0,0.094,347926.76,8931.6,1079.0,6657.0,14515.0,4,1
142.54,0.0989861111111111,0.0,0.484,0.0,0.11,0.08,343680.71,7211.0,1106.0,3674.0,7989.0,4,2
121.236,0.0841916666666666,0.0,0.612,0.116,0.332,0.068,346599.71,4724.4,0.0,422.0,6901.0,4,3
125.306,0.0870180555555555,0.0,0.446,0.326,0.058,0.076,347516.72,6806.0,2133.0,775.0,13246.0,4,4
203.684,0.1414472222222222,0.0,1.014,0.058,0.214,0.098,346403.56,8330.2,2929.0,874.0,13644.0,4,5
150.572,0.1045638888888888,0.0,0.81,0.218,0.0,0.082,347255.43,7122.8,1124.0,2615.0,7552.0,4,6
141.28,0.0981111111111111,0.0,0.654,0.0,0.076,0.1,350248.79,6457.2,2420.0,672.0,9466.0,4,0
184.176,0.1278999999999999,0.0,1.06,0.0,0.0,0.114,348575.88,11087.2,2752.0,10713.0,17519.0,4,1
132.864,0.0922666666666666,0.0,0.57,0.0,0.114,0.096,348937.5,5073.0,0.0,376.0,9003.0,4,2
163.68,0.1136666666666666,0.0,0.47,0.118,0.0,0.104,348406.63,6199.8,3261.0,457.0,6527.0,4,3
143.89,0.0999236111111111,0.0,0.852,0.0,0.076,0.088,346692.06,7851.8,1802.0,491.0,14522.0,4,4
392.272,0.2724111111111111,0.0,0.968,0.078,0.306,0.234,347130.97,11834.2,7076.0,2499.0,15225.0,4,5
213.514,0.1482736111111111,0.0,1.39,0.306,0.256,0.106,346209.59,9434.6,2554.0,5942.0,13007.0,4,6
154.958,0.1076097222222222,0.0,0.388,0.254,0.132,0.114,348932.24,6630.2,0.0,425.0,11197.0,4,0
178.782,0.1241541666666666,0.0,0.994,0.132,0.092,0.121,347383.79,7069.8,1174.0,3998.0,9874.0,4,1
125.904,0.0874333333333333,0.0,0.5,0.096,0.0,0.082,348111.92,6215.2,838.0,403.0,11322.0,4,2
145.878,0.1013041666666666,0.0,0.544,0.15,0.128,0.098,347621.18,5910.2,1719.0,417.0,8638.0,4,3
184.646,0.1282263888888888,0.0,0.936,0.238,0.358,0.11,346523.87,7859.0,2174.0,3832.0,10921.0,4,4
245.284,0.1703361111111111,0.0,0.69,0.356,0.132,0.13,347246.18,9556.0,4319.0,2457.0,14722.0,4,5
227.854,0.1582319444444444,0.0,0.512,0.126,0.082,0.139,347663.34,7575.2,1030.0,4544.0,10401.0,4,6
175.4,0.1218055555555555,0.0,0.518,0.076,0.148,0.11,348469.19,4902.0,0.0,2673.0,6788.0,4,0
193.15,0.1341319444444444,0.0,0.508,0.12,0.36,0.116,346981.99,6872.4,971.0,5093.0,10603.0,4,1
189.502,0.1315986111111111,0.0,0.52,0.36,0.214,0.114,347776.33,5713.2,1380.0,492.0,8406.0,4,2
171.924,0.1193916666666666,0.0,0.532,0.202,0.128,0.108,346471.67,4403.6,1263.0,522.0,5296.0,4,3
162.224,0.1126555555555555,0.0,0.528,0.13,0.12,0.102,347050.3,5328.0,824.0,2004.0,9400.0,4,4
168.696,0.11715,0.0,0.582,0.12,0.098,0.102,346741.29,3793.0,0.0,634.0,3586.0,4,5
198.118,0.1375819444444444,0.0,0.542,0.154,0.0,0.108,346906.49,4267.8,693.0,588.0,5488.0,4,6
167.118,0.1160541666666666,0.0,0.52,0.0,0.094,0.104,347008.98,2809.0,0.0,621.0,2786.0,4,0
215.356,0.1495527777777777,0.0,0.904,0.092,0.452,0.106,346617.94,8309.8,1402.0,5411.0,10481.0,4,1
171.556,0.1191361111111111,0.0,0.57,0.564,0.0,0.104,347664.45,4634.8,1057.0,590.0,6653.0,4,2
150.696,0.1046499999999999,0.0,0.35,0.084,0.0,0.104,347682.62,2451.4,0.0,530.0,2586.0,5,3
205.568,0.1427555555555555,0.0,0.696,0.0,0.442,0.112,347974.48,6304.0,3114.0,584.0,8687.0,5,4
202.004,0.1402805555555555,0.0,0.6,0.44,0.0,0.118,346800.51,5473.4,996.0,541.0,6535.0,5,5
209.422,0.1454319444444444,0.0,0.6,0.0,0.118,0.118,347587.89,6282.0,2196.0,2872.0,5464.0,5,6
185.75,0.1289930555555555,0.0,0.594,0.118,0.0,0.116,346661.07,5756.8,1008.0,378.0,10197.0,5,0
199.596,0.1386083333333333,0.0,0.628,0.0,0.116,0.116,346018.06,7554.2,1354.0,5410.0,12200.0,5,1
190.956,0.1326083333333333,0.0,0.786,0.24,0.28,0.118,347157.02,4978.8,1030.0,423.0,6649.0,5,2
253.244,0.1758638888888888,0.0,0.768,0.282,0.208,0.18,345385.86,8897.0,3667.0,702.0,12717.0,5,3
229.874,0.1596347222222222,0.0,0.502,0.206,0.062,0.16,346278.56,7396.0,2229.0,423.0,11904.0,5,4
289.814,0.2012597222222222,0.0,0.636,0.062,0.09,0.188,345724.17,8116.4,6950.0,612.0,11714.0,5,5
275.702,0.1914597222222222,0.0,0.448,0.09,0.068,0.19,346299.26,6918.0,563.0,1340.0,6930.0,5,6
229.14,0.159125,0.0,0.544,0.108,0.244,0.136,347099.94,6508.0,2082.0,1085.0,11959.0,5,0
236.468,0.1642138888888888,0.0,0.724,0.244,0.142,0.126,346138.65,6324.2,823.0,4089.0,8370.0,5,1
277.374,0.1926208333333333,0.0,0.58,0.142,0.13,0.214,346620.26,6787.2,2467.0,3436.0,9716.0,5,2
237.724,0.1650861111111111,0.0,0.682,0.128,0.094,0.142,346104.57,5071.8,868.0,570.0,6820.0,5,3
235.202,0.1635618915159944,0.0,0.666,0.094,0.046,0.124,344573.91,7078.2,2228.0,2565.0,8955.0,5,4
275.896,0.1915944444444444,0.0,0.628,0.0,0.0,0.19,344840.92,7130.2,2158.0,935.0,12472.0,5,5
254.492,0.1767305555555555,0.0,0.618,0.092,0.104,0.17,345143.07,7789.6,1775.0,5355.0,8626.0,5,6
175.736,0.1220388888888888,0.0,0.582,0.102,0.232,0.114,346221.9,4420.0,1014.0,558.0,7503.0,5,0
184.082,0.1278347222222222,0.0,0.534,0.098,0.104,0.118,347068.23,6742.4,1352.0,2431.0,11977.0,5,1
190.326,0.1321708333333333,0.0,0.538,0.104,0.0,0.118,346695.14,5640.0,1989.0,474.0,9251.0,5,2
169.816,0.1179277777777777,0.0,0.496,0.0,0.112,0.115,344880.28,4256.6,996.0,440.0,6475.0,5,3
178.958,0.1242763888888889,0.0,0.604,0.112,0.25,0.114,344878.35,6276.4,0.0,1390.0,14734.0,5,4
285.55,0.1982986111111111,0.0,0.69,0.248,0.0,0.18,346643.86,6723.4,1027.0,569.0,12833.0,5,5
290.416,0.2016777777777778,0.0,0.668,0.0,0.0,0.213,345521.73,8836.6,4307.0,8811.0,6016.0,5,6
220.698,0.1532625,0.0,0.628,0.0,0.236,0.14,346123.71,5658.8,985.0,666.0,9284.0,5,0
207.466,0.1440736111111111,0.0,0.84,0.234,0.222,0.118,344722.85,7354.6,0.0,5352.0,11478.0,5,1
235.644,0.1636416666666666,0.0,0.63,0.224,0.0,0.13,347504.68,4824.8,3138.0,512.0,6709.0,5,2
186.832,0.1297444444444444,0.0,0.46,0.058,0.0,0.125,342252.23,5005.0,1004.0,507.0,8703.0,5,3
182.218,0.1265402777777777,0.0,0.56,0.0,0.25,0.11,346397.32,6052.2,0.0,3019.0,11298.0,5,4
249.924,0.1735583333333333,0.0,0.866,0.248,0.27,0.138,346542.05,7089.2,1764.0,2328.0,11858.0,5,5
225.34,0.1564861111111111,0.0,0.526,0.342,0.0,0.132,346497.38,7809.4,1906.0,545.0,11307.0,6,6
165.158,0.1146930555555555,0.0,0.432,0.0,0.0,0.102,340372.62,4634.0,960.0,558.0,6341.0,6,0
173.938,0.1207902777777777,0.0,0.664,0.0,0.0,0.1,337179.18,6975.6,2897.0,2608.0,9265.0,6,1
152.404,0.1058361111111111,0.0,0.384,0.0,0.104,0.094,337977.32,6952.0,1550.0,7682.0,6508.0,6,2
153.106,0.1063236111111111,0.0,0.536,0.074,0.146,0.088,338635.91,4892.6,1747.0,506.0,8781.0,6,3
174.52,0.1211944444444444,0.0,0.732,0.146,0.0,0.104,345192.39,5287.8,1009.0,506.0,7871.0,6,4
186.414,0.1294541666666666,0.0,0.628,0.0,0.294,0.112,344137.6,7966.0,2379.0,2611.0,14593.0,6,5
188.384,0.1308222222222222,0.0,0.538,0.344,0.088,0.114,345549.51,6618.4,2536.0,3161.0,9732.0,6,6
183.64,0.1275277777777777,0.0,0.494,0.092,0.0,0.11,344785.94,5817.2,1967.0,2085.0,7921.0,6,0
216.018,0.1500125,0.0,0.508,0.0,0.0,0.128,345568.39,4615.0,907.0,585.0,8992.0,6,1
214.372,0.1488694444444444,0.0,0.534,0.0,0.118,0.13,345822.44,4879.4,977.0,842.0,7566.0,6,2
189.292,0.1314527777777777,0.0,0.554,0.118,0.0,0.121,345153.63,5471.0,1951.0,567.0,7246.0,6,3
281.816,0.1958415566365531,0.0,0.676,0.118,0.244,0.186,343759.26,8067.0,2809.0,7358.0,10531.0,6,4
344.28000000000003,0.2390833333333333,0.0,0.816,0.244,0.0,0.232,345620.87,6059.2,1862.0,1011.0,10681.0,6,5
281.00600000000003,0.1951430555555555,0.0,0.786,0.07,0.124,0.17,344813.37,9754.0,6471.0,6802.0,11589.0,6,6
204.382,0.1419319444444444,0.0,0.708,0.13,0.13,0.138,346224.19,5622.8,1980.0,464.0,10012.0,6,0
175.464,0.12185,0.0,0.604,0.188,0.12,0.11,346110.38,4945.8,1080.0,432.0,10094.0,6,1
272.724,0.1893916666666666,0.0,0.85,0.12,0.342,0.13,345225.41,8224.4,7549.0,3040.0,12687.0,6,2
189.418,0.1315402777777777,0.0,1.09,0.338,0.0,0.11,344552.67,6822.6,3411.0,1514.0,10911.0,6,3
227.42,0.1579305555555555,0.0,1.036,0.0,0.298,0.122,345512.43,7211.8,2948.0,2935.0,12417.0,6,4
239.028,0.1659916666666666,0.0,0.556,0.346,0.046,0.132,344827.31,7393.2,940.0,5823.0,12828.0,6,5
294.144,0.2042666666666666,0.0,0.602,0.088,0.12,0.2,344223.53,6730.6,4705.0,1175.0,10652.0,6,6
210.956,0.1464972222222222,0.0,0.608,0.12,0.0,0.114,344070.22,5460.4,2600.0,581.0,10124.0,6,0
253.022,0.1757097222222222,0.0,0.632,0.0,0.126,0.174,342598.16,7577.6,2779.0,3489.0,14271.0,6,1
290.626,0.2018236111111111,0.0,0.738,0.126,0.11,0.19,344008.66,5631.8,2773.0,569.0,9402.0,6,2
217.414,0.1509819444444444,0.0,0.712,0.234,0.194,0.116,344666.02,4624.0,921.0,572.0,8971.0,6,3
262.008,0.18195,0.0,0.656,0.256,0.22,0.158,344066.38,7540.8,4159.0,2372.0,10163.0,6,4
210.954,0.1464958333333333,0.0,0.806,0.22,0.216,0.118,344365.03,5307.8,0.0,2000.0,7932.0,6,5
183.664,0.1275444444444444,0.0,0.4,0.188,0.196,0.116,345831.33,3356.8,955.0,535.0,3896.0,6,6
189.526,0.1316152777777778,0.0,0.44,0.112,0.0,0.124,346141.61,3570.0,0.0,521.0,6819.0,6,0
277.788,0.1929083333333333,0.0,0.694,0.11,0.232,0.166,344938.02,5385.6,3465.0,587.0,8390.0,7,1
266.538,0.1850958333333333,0.0,0.772,0.23,0.22,0.189,344105.25,5140.2,962.0,650.0,7002.0,7,2
213.748,0.1484361111111111,0.0,0.732,0.218,0.228,0.126,345075.11,4814.2,958.0,2569.0,7410.0,7,3
188.132,0.1306472222222222,0.0,0.51,0.218,0.072,0.114,345858.7,4072.8,0.0,589.0,8302.0,7,4
224.78,0.1560972222222222,0.0,0.734,0.082,0.076,0.118,344973.27,6316.6,1875.0,6754.0,8365.0,7,5
253.582,0.1760986111111111,0.0,0.908,0.078,0.222,0.152,346449.93,7717.6,4258.0,5230.0,7536.0,7,6
202.81,0.1408402777777777,0.0,0.594,0.22,0.186,0.118,345072.55,4274.8,2171.0,592.0,7149.0,7,0
196.318,0.1363319444444444,0.0,0.702,0.248,0.146,0.126,345168.9,4854.8,991.0,503.0,7592.0,7,1
191.724,0.1331416666666666,0.0,0.498,0.146,0.0,0.13,346074.59,3996.4,951.0,499.0,7352.0,7,2
240.242,0.1668347222222222,0.0,0.582,0.0,0.112,0.144,345409.57,5390.6,982.0,552.0,8186.0,7,3
251.036,0.1743305555555555,0.0,0.944,0.104,0.12,0.134,344904.35,5446.4,724.0,558.0,9251.0,7,4
266.124,0.1848083333333333,0.0,0.954,0.124,0.0,0.159,345685.36,5832.6,4436.0,2617.0,7231.0,7,5
166.908,0.1160695410292072,0.0,0.53,0.0,0.086,0.1,345538.77,5420.0,1671.0,3164.0,7056.0,7,6
209.668,0.1456027777777777,0.0,0.638,0.086,0.0,0.118,346311.63,4941.6,2564.0,1995.0,6436.0,7,0
190.936,0.1325944444444444,0.0,0.48,0.0,0.362,0.12,345285.28,4947.4,968.0,552.0,8585.0,7,1
206.462,0.1433763888888888,0.0,0.676,0.364,0.0,0.126,346454.47,4661.0,1537.0,2799.0,4978.0,7,2
239.506,0.1663236111111111,0.0,0.712,0.0,0.274,0.124,345480.53,5798.4,1122.0,723.0,8280.0,7,3
195.606,0.1358375,0.0,0.638,0.324,0.096,0.112,344991.15,5381.2,1143.0,552.0,9260.0,7,4
208.03,0.1444652777777778,0.0,0.81,0.096,0.236,0.114,344377.61,5788.4,2941.0,3146.0,7676.0,7,5
172.576,0.1198444444444444,0.0,0.62,0.258,0.0,0.104,345279.88,4084.4,1943.0,1076.0,5457.0,7,6
172.45,0.1197569444444444,0.0,0.642,0.0,0.224,0.102,344306.44,5014.2,1698.0,431.0,9189.0,7,0
161.128,0.1118944444444444,0.0,0.566,0.224,0.128,0.098,345125.24,3272.6,0.0,430.0,4886.0,7,1
162.392,0.1127722222222222,0.0,0.476,0.126,0.214,0.104,345738.41,4103.2,1233.0,454.0,6325.0,7,2
185.882,0.1290847222222222,0.0,0.586,0.214,0.12,0.112,345432.62,4639.0,837.0,476.0,8344.0,7,3
182.714,0.1268847222222222,0.0,0.45,0.122,0.0,0.108,344242.39,3770.4,1168.0,492.0,6731.0,7,4
213.318,0.1481375,0.0,0.508,0.0,0.226,0.116,345641.32,3592.0,0.0,948.0,6243.0,7,5
233.138,0.1619013888888889,0.0,0.604,0.226,0.086,0.134,343398.47,5058.0,1063.0,858.0,8385.0,7,6
198.514,0.1378569444444444,0.0,0.444,0.088,0.138,0.116,345590.92,3707.0,0.0,509.0,5963.0,7,0
208.384,0.1447111111111111,0.0,0.568,0.136,0.232,0.124,345958.39,5242.8,1571.0,530.0,5802.0,7,1
227.536,0.1580111111111111,0.0,0.616,0.232,0.0,0.143,344283.25,5853.8,2548.0,773.0,6278.0,7,2
243.476,0.1690805555555555,0.0,0.668,0.0,0.222,0.128,345737.77,6093.8,1533.0,2808.0,7588.0,7,3
252.704,0.1754888888888889,0.0,0.51,0.226,0.0,0.202,345319.83,3352.2,586.0,1150.0,5091.0,8,4
178.294,0.1238152777777777,0.0,0.374,0.0,0.092,0.118,344345.37,2286.6,0.0,504.0,3803.0,8,5
166.052,0.1153138888888888,0.0,0.344,0.094,0.17,0.116,341358.39,2270.4,0.0,499.0,3926.0,8,6
193.62,0.1345517720639333,0.0,0.584,0.096,0.054,0.118,342285.52,4917.4,596.0,4677.0,4410.0,8,0
180.248,0.1251722222222222,0.0,0.45,0.054,0.142,0.121,343780.5,3608.6,635.0,509.0,7118.0,8,1
214.504,0.1489611111111111,0.0,0.386,0.142,0.138,0.148,346414.79,1570.2,0.0,513.0,2215.0,8,2
214.94,0.1492638888888889,0.0,0.482,0.138,0.138,0.144,344609.75,1613.8,0.0,526.0,2357.0,8,3
196.448,0.1364222222222222,0.0,0.386,0.138,0.146,0.142,344817.42,1448.0,0.0,481.0,1980.0,8,4
199.99,0.1388819444444444,0.0,0.58,0.146,0.118,0.144,346623.06,1670.8,0.0,489.0,1902.0,8,5
189.106,0.1313236111111111,0.0,0.45,0.118,0.084,0.14,345981.44,1616.4,0.0,464.0,1905.0,8,6
187.62,0.1302916666666666,0.0,0.492,0.0,0.25,0.14,346634.39,1685.8,0.0,489.0,1880.0,8,0
187.042,0.1298902777777777,0.0,0.426,0.25,0.0,0.138,345669.53,1373.0,0.0,462.0,1844.0,8,1
183.836,0.1276638888888889,0.0,0.386,0.0,0.152,0.14,346854.98,1341.4,0.0,451.0,1789.0,8,2
177.966,0.1235875,0.0,0.39,0.152,0.0,0.14,347242.87,1274.4,0.0,441.0,1641.0,8,3
178.178,0.1237347222222222,0.0,0.434,0.1,0.244,0.14,347267.76,1290.2,0.0,439.0,1691.0,8,4
181.678,0.1261652777777777,0.0,0.492,0.244,0.154,0.142,348617.3,1295.2,0.0,442.0,1688.0,8,5
179.516,0.1246638888888888,0.0,0.48,0.154,0.0,0.138,347304.17,1292.8,0.0,445.0,1710.0,8,6
178.098,0.1236791666666666,0.0,0.38,0.0,0.0,0.14,347552.41,1287.8,0.0,440.0,1719.0,8,0
180.622,0.1254319444444444,0.0,0.392,0.0,0.154,0.14,346888.42,1300.8,0.0,442.0,1697.0,8,1
178.064,0.1236555555555555,0.0,0.418,0.242,0.0,0.141,347822.94,1272.0,0.0,437.0,1626.0,8,2
168.972,0.1173416666666666,0.0,0.382,0.0,0.0,0.136,346025.76,1223.6,0.0,432.0,1577.0,8,3
174.654,0.1212874999999999,0.0,0.492,0.0,0.262,0.14,346870.43,1255.8,0.0,438.0,1614.0,8,4
169.422,0.1176541666666666,0.0,0.514,0.262,0.376,0.14,348685.43,1196.4,0.0,419.0,1485.0,8,5
163.91,0.1138263888888888,0.0,0.396,0.378,0.0,0.137,347923.32,1190.0,0.0,404.0,1523.0,8,6
163.87,0.1137986111111111,0.0,0.458,0.0,0.0,0.134,347722.52,1164.0,0.0,422.0,1436.0,8,0
166.566,0.1156708333333333,0.0,0.388,0.0,0.146,0.138,347212.15,1205.6,0.0,420.0,1533.0,8,1
165.872,0.1151888888888889,0.0,0.492,0.144,0.126,0.134,346430.11,1199.8,0.0,399.0,1539.0,8,2
174.098,0.1209013888888888,0.0,0.41,0.126,0.124,0.14,346381.42,1260.0,0.0,432.0,1631.0,8,3
171.186,0.1188791666666666,0.0,0.382,0.122,0.15,0.138,346083.05,1260.0,0.0,430.0,1599.0,8,4
177.552,0.1232999999999999,0.0,0.396,0.154,0.0,0.138,346340.15,1276.2,0.0,435.0,1619.0,8,5
210.418,0.1462251563585823,0.0,0.532,0.0,0.0,0.146,345385.38,6404.0,2056.0,3733.0,12117.0,8,6
184.486,0.1281152777777777,0.0,0.634,0.0,0.276,0.11,345478.91,5374.8,950.0,521.0,10183.0,9,0
224.634,0.1559958333333333,0.0,0.604,0.276,0.144,0.126,344633.71,5963.8,4273.0,1206.0,6648.0,9,1
179.288,0.1245055555555555,0.0,0.554,0.116,0.13,0.106,345642.42,5930.8,1326.0,1902.0,10213.0,9,2
151.872,0.1054666666666666,0.0,0.726,0.21,0.236,0.09,343675.43,5262.8,2225.0,404.0,9408.0,9,3
147.236,0.1022472222222222,0.0,0.45,0.238,0.0,0.102,345010.45,3752.0,379.0,431.0,6943.0,9,4
238.292,0.1654805555555555,0.0,0.556,0.0,0.214,0.141,344649.28,7955.2,2948.0,6500.0,13400.0,9,5
176.444,0.1225305555555555,0.0,0.458,0.208,0.124,0.106,346447.71,5876.4,3612.0,1707.0,5976.0,9,6
160.574,0.1115097222222222,0.0,0.652,0.124,0.118,0.096,347589.83,5548.8,747.0,2293.0,9559.0,9,0
180.67,0.1254652777777777,0.0,0.624,0.112,0.0,0.104,345285.6,4988.8,236.0,453.0,7728.0,9,1
166.43,0.1155763888888889,0.0,0.444,0.0,0.076,0.1,344852.04,5554.8,1009.0,399.0,10281.0,9,2
192.038,0.1333597222222222,0.0,0.61,0.076,0.098,0.104,344303.72,4435.6,1005.0,417.0,7644.0,9,3
178.298,0.1238180555555555,0.0,0.74,0.098,0.09,0.106,345554.37,5968.2,1867.0,402.0,8738.0,9,4
186.192,0.1293,0.0,0.53,0.09,0.286,0.104,345779.35,6941.0,930.0,5433.0,11807.0,9,5
193.746,0.1345458333333333,0.0,0.598,0.284,0.176,0.09,345440.14,6818.4,4673.0,445.0,6538.0,9,6
136.118,0.0945263888888888,0.0,0.656,0.076,0.224,0.078,345968.51,7303.4,960.0,364.0,10322.0,9,0
156.06,0.108375,0.0,0.568,0.222,0.138,0.09,346966.2,5211.8,0.0,368.0,8249.0,9,1
177.168,0.1230333333333333,0.0,0.464,0.14,0.0,0.118,346545.61,6465.2,1910.0,3727.0,9371.0,9,2
189.376,0.1315111111111111,0.0,0.564,0.0,0.092,0.118,346071.08,6404.2,4202.0,357.0,7991.0,9,3
166.768,0.1158111111111111,0.0,0.748,0.086,0.108,0.112,346114.24,6449.4,1569.0,351.0,12367.0,9,4
156.204,0.108475,0.0,0.384,0.108,0.0,0.112,346455.53,5480.0,0.0,370.0,12477.0,9,5
206.262,0.1432375,0.0,0.598,0.0,0.118,0.126,346953.83,6566.8,4010.0,2381.0,8347.0,9,6
151.524,0.105225,0.0,0.414,0.22,0.0,0.11,345901.19,5778.2,1014.0,2448.0,10227.0,9,0
165.128,0.1146722222222222,0.0,0.57,0.094,0.0,0.116,345864.04,5305.2,0.0,2168.0,7920.0,9,1
173.472,0.1204666666666666,0.0,0.514,0.0,0.094,0.11,345781.14,7245.6,2019.0,4730.0,10548.0,9,2
173.77,0.1206736111111111,0.0,0.436,0.094,0.0,0.104,346018.07,4815.0,1012.0,751.0,8485.0,9,3
211.572,0.146925,0.0,0.716,0.0,0.0,0.114,346166.82,6105.0,1221.0,370.0,10890.0,9,4
257.04,0.1785,0.0,0.738,0.0,0.242,0.132,345810.93,9012.4,4347.0,2584.0,12688.0,9,5
163.968,0.1138666666666666,0.0,0.466,0.242,0.082,0.098,346000.92,7314.6,1920.0,385.0,11242.0,9,6
199.432,0.1384944444444444,0.0,0.538,0.084,0.084,0.118,345980.19,6349.6,1014.0,363.0,10677.0,9,0
155.092,0.1077027777777777,0.0,0.768,0.084,0.098,0.104,346440.63,5795.6,998.0,360.0,7415.0,9,1
181.256,0.1258722222222222,0.0,0.59,0.098,0.102,0.102,347225.2,7894.2,2249.0,5800.0,10808.0,10,2
153.676,0.1067194444444444,0.0,0.618,0.182,0.0,0.08,346072.67,5686.0,0.0,367.0,9060.0,10,3
158.598,0.1101375,0.0,0.916,0.0,0.198,0.09,345372.49,6833.8,4801.0,349.0,9432.0,10,4
216.2,0.1501388888888888,0.0,0.61,0.2,0.1,0.108,345851.14,8848.6,3462.0,629.0,12573.0,10,5
146.296,0.1015944444444444,0.0,0.502,0.1,0.0,0.096,345798.06,6529.2,990.0,3257.0,6071.0,10,6
125.204,0.0869472222222222,0.0,0.414,0.0,0.322,0.078,344331.47000000003,6071.6,990.0,286.0,9562.0,10,0
187.234,0.1300236111111111,0.0,0.696,0.316,0.244,0.098,343948.13,7439.2,1016.0,419.0,9476.0,10,1
152.41,0.1058402777777777,0.0,0.444,0.244,0.114,0.088,345670.58,7821.0,1044.0,5126.0,11650.0,10,2
181.9,0.1263194444444444,0.0,0.56,0.112,0.368,0.108,344556.61,8369.8,1032.0,3064.0,11652.0,10,3
148.044,0.1028083333333333,0.0,0.764,0.368,0.0,0.092,345074.19,6389.0,0.0,389.0,12046.0,10,4
154.848,0.1075333333333333,0.0,0.466,0.0,0.096,0.084,344422.97,7064.6,2144.0,2335.0,11373.0,10,5
161.806,0.1123652777777777,0.0,0.506,0.0,0.078,0.094,345818.22,8085.8,2561.0,5822.0,7171.0,10,6
147.894,0.1027041666666666,0.0,0.486,0.08,0.074,0.096,346765.57,6126.2,1037.0,535.0,9483.0,10,0
164.286,0.1140875,0.0,0.692,0.0,0.224,0.086,344470.65,6811.4,1177.0,442.0,9939.0,10,1
168.462,0.1169875,0.0,0.406,0.144,0.228,0.102,344889.78,9112.6,1998.0,7042.0,9984.0,10,2
136.84,0.0950277777777777,0.0,0.388,0.23,0.06,0.08,344538.5,6712.2,951.0,429.0,8438.0,10,3
153.522,0.1066125,0.0,0.694,0.058,0.0,0.082,345668.58,7885.2,2036.0,3187.0,9639.0,10,4
162.628,0.1129361111111111,0.0,0.606,0.0,0.59,0.086,345363.02,9427.8,799.0,1655.0,12146.0,10,5
181.596,0.1261083333333333,0.0,0.644,0.588,0.094,0.088,345661.27,8359.6,698.0,8010.0,4600.0,10,6
137.812,0.0957027777777777,0.0,0.48,0.094,0.226,0.078,346222.79,6998.8,844.0,2648.0,10475.0,10,0
152.344,0.1057944444444444,0.0,0.686,0.1,0.0,0.081,345212.19,8756.4,857.0,2663.0,11331.0,10,1
149.344,0.1037111111111111,0.0,0.496,0.0,0.0,0.092,346774.7,6965.2,662.0,2542.0,8487.0,10,2
161.208,0.11195,0.0,0.818,0.0,0.206,0.084,346174.62,7739.4,815.0,1435.0,10587.0,10,3
168.014,0.1166763888888889,0.0,0.506,0.202,0.08,0.094,346195.72,9024.4,7893.0,2277.0,10284.0,10,4
111.238,0.0796263421617752,0.0,0.53,0.08,0.05,0.064,336621.16,6363.0,737.0,394.0,13433.0,10,5
115.53,0.0802291666666666,0.0,0.324,0.0,0.082,0.064,348657.79,2158.8,0.0,360.0,2013.0,10,6
128.978,0.0895680555555555,0.0,0.322,0.082,0.056,0.064,348808.4,2173.2,0.0,402.0,1967.0,10,0
145.076,0.1007472222222222,0.0,0.636,0.056,0.218,0.068,347510.58,5548.6,2263.0,362.0,5090.0,10,1
133.282,0.0925569444444444,0.0,0.494,0.216,0.062,0.068,348177.02,6630.2,1037.0,345.0,4015.0,10,2
